timestamp,open,high,low,close,volume
2025-09-08T00:00:00+00:00,23778.00,23783.75,23765.50,23769.00,3351
2025-09-08T00:05:00+00:00,23769.50,23792.00,23769.25,23786.75,4096
2025-09-08T00:10:00+00:00,23786.50,23788.00,23777.25,23783.50,1785
2025-09-08T00:15:00+00:00,23783.75,23784.25,23776.00,23781.50,1540
2025-09-08T00:20:00+00:00,23781.50,23787.25,23779.00,23781.75,1180
2025-09-08T00:25:00+00:00,23781.75,23786.50,23780.00,23785.00,724
2025-09-08T00:30:00+00:00,23785.00,23788.25,23779.00,23780.25,1312
2025-09-08T00:35:00+00:00,23779.75,23784.25,23776.50,23779.25,1131
2025-09-08T00:40:00+00:00,23779.50,23781.25,23774.25,23775.00,1073
2025-09-08T00:45:00+00:00,23774.75,23776.50,23768.00,23771.25,1800
2025-09-08T00:50:00+00:00,23771.00,23774.50,23766.00,23766.75,1222
2025-09-08T00:55:00+00:00,23766.75,23770.25,23763.75,23764.25,1262
2025-09-08T01:00:00+00:00,23764.75,23771.75,23760.25,23762.25,2351
2025-09-08T01:05:00+00:00,23762.00,23769.50,23761.00,23762.25,1432
2025-09-08T01:10:00+00:00,23763.00,23766.50,23757.25,23763.75,1582
2025-09-08T01:15:00+00:00,23763.50,23766.25,23760.00,23762.75,801
2025-09-08T01:20:00+00:00,23763.25,23767.50,23759.00,23762.50,985
2025-09-08T01:25:00+00:00,23762.25,23765.25,23760.75,23762.50,636
2025-09-08T01:30:00+00:00,23762.25,23767.75,23760.75,23766.75,655
2025-09-08T01:35:00+00:00,23767.00,23777.00,23767.00,23775.50,2037
2025-09-08T01:40:00+00:00,23775.50,23779.50,23772.25,23775.75,1470
2025-09-08T01:45:00+00:00,23776.00,23779.25,23773.25,23778.50,930
2025-09-08T01:50:00+00:00,23779.25,23779.25,23765.50,23770.00,1549
2025-09-08T01:55:00+00:00,23769.50,23771.00,23767.00,23767.75,598
2025-09-08T02:00:00+00:00,23768.75,23771.25,23754.00,23755.50,2056
2025-09-08T02:05:00+00:00,23755.75,23762.25,23755.25,23760.75,1086
2025-09-08T02:10:00+00:00,23760.75,23761.75,23752.25,23754.50,1201
2025-09-08T02:15:00+00:00,23754.75,23758.75,23739.25,23739.50,2571
2025-09-08T02:20:00+00:00,23740.00,23744.75,23735.75,23738.50,2037
2025-09-08T02:25:00+00:00,23738.75,23745.25,23736.00,23739.75,1367
2025-09-08T02:30:00+00:00,23740.75,23745.00,23739.75,23743.00,720
2025-09-08T02:35:00+00:00,23743.00,23746.25,23739.50,23741.25,742
2025-09-08T02:40:00+00:00,23740.75,23744.50,23740.00,23742.00,522
2025-09-08T02:45:00+00:00,23740.75,23742.75,23738.75,23741.00,591
2025-09-08T02:50:00+00:00,23742.25,23744.50,23739.00,23739.75,462
2025-09-08T02:55:00+00:00,23740.00,23744.00,23740.00,23741.00,574
2025-09-08T03:00:00+00:00,23741.50,23748.75,23741.50,23746.75,1005
2025-09-08T03:05:00+00:00,23747.75,23763.00,23744.75,23759.75,2353
2025-09-08T03:10:00+00:00,23759.50,23760.25,23753.25,23756.25,912
2025-09-08T03:15:00+00:00,23757.00,23762.25,23755.00,23758.25,759
2025-09-08T03:20:00+00:00,23757.75,23761.50,23754.50,23759.75,731
2025-09-08T03:25:00+00:00,23759.25,23762.25,23756.25,23757.50,618
2025-09-08T03:30:00+00:00,23758.00,23760.75,23755.50,23759.75,608
2025-09-08T03:35:00+00:00,23760.25,23761.50,23756.75,23757.25,315
2025-09-08T03:40:00+00:00,23757.75,23761.25,23753.00,23755.50,826
2025-09-08T03:45:00+00:00,23755.50,23756.00,23746.50,23748.25,984
2025-09-08T03:50:00+00:00,23748.75,23753.00,23746.75,23751.00,624
2025-09-08T03:55:00+00:00,23751.25,23757.50,23751.25,23756.25,960
2025-09-08T04:00:00+00:00,23754.00,23755.00,23748.50,23751.50,815
2025-09-08T04:05:00+00:00,23752.25,23755.75,23745.50,23747.75,609
2025-09-08T04:10:00+00:00,23747.75,23748.25,23741.50,23742.25,760
2025-09-08T04:15:00+00:00,23742.25,23742.75,23734.25,23740.25,1412
2025-09-08T04:20:00+00:00,23740.75,23743.25,23738.75,23742.50,529
2025-09-08T04:25:00+00:00,23742.50,23745.75,23740.50,23745.75,648
2025-09-08T04:30:00+00:00,23746.00,23751.00,23743.75,23743.75,805
2025-09-08T04:35:00+00:00,23743.75,23744.00,23736.50,23737.00,895
2025-09-08T04:40:00+00:00,23737.25,23740.75,23730.50,23736.50,1191
2025-09-08T04:45:00+00:00,23736.50,23741.00,23735.00,23735.75,663
2025-09-08T04:50:00+00:00,23735.25,23736.50,23731.75,23732.25,644
2025-09-08T04:55:00+00:00,23733.00,23736.00,23726.25,23733.25,1472
2025-09-08T05:00:00+00:00,23734.00,23739.00,23733.00,23736.00,947
2025-09-08T05:05:00+00:00,23737.00,23740.50,23733.50,23734.00,562
2025-09-08T05:10:00+00:00,23734.75,23737.50,23731.50,23736.50,484
2025-09-08T05:15:00+00:00,23736.75,23751.25,23736.50,23748.00,1490
2025-09-08T05:20:00+00:00,23747.75,23748.25,23736.50,23741.00,949
2025-09-08T05:25:00+00:00,23741.00,23743.50,23737.50,23741.75,446
2025-09-08T05:30:00+00:00,23743.00,23743.00,23735.00,23737.50,767
2025-09-08T05:35:00+00:00,23738.00,23744.50,23733.00,23741.00,881
2025-09-08T05:40:00+00:00,23740.50,23741.50,23730.00,23732.50,930
2025-09-08T05:45:00+00:00,23732.00,23736.50,23729.25,23731.50,923
2025-09-08T05:50:00+00:00,23733.00,23736.50,23730.75,23732.75,523
2025-09-08T05:55:00+00:00,23732.50,23738.00,23731.00,23731.25,631
2025-09-08T06:00:00+00:00,23731.00,23755.75,23730.25,23748.00,3417
2025-09-08T06:05:00+00:00,23747.50,23755.00,23744.00,23752.75,2161
2025-09-08T06:10:00+00:00,23752.75,23759.75,23751.00,23755.75,1349
2025-09-08T06:15:00+00:00,23755.50,23757.00,23748.50,23754.00,1054
2025-09-08T06:20:00+00:00,23754.25,23757.50,23751.50,23753.25,924
2025-09-08T06:25:00+00:00,23753.00,23763.00,23752.75,23757.25,1626
2025-09-08T06:30:00+00:00,23756.50,23758.25,23746.75,23752.25,1355
2025-09-08T06:35:00+00:00,23752.75,23755.00,23747.75,23749.75,678
2025-09-08T06:40:00+00:00,23750.25,23757.75,23748.25,23753.50,662
2025-09-08T06:45:00+00:00,23753.25,23758.75,23749.75,23757.75,814
2025-09-08T06:50:00+00:00,23757.75,23759.25,23751.75,23753.75,589
2025-09-08T06:55:00+00:00,23754.25,23755.25,23748.00,23752.50,708
2025-09-08T07:00:00+00:00,23752.75,23765.00,23749.50,23764.00,1745
2025-09-08T07:05:00+00:00,23764.00,23767.75,23759.00,23767.50,1749
2025-09-08T07:10:00+00:00,23767.25,23777.75,23765.25,23768.25,2566
2025-09-08T07:15:00+00:00,23767.75,23781.00,23767.75,23774.00,1674
2025-09-08T07:20:00+00:00,23773.75,23779.50,23764.50,23768.25,1419
2025-09-08T07:25:00+00:00,23767.50,23773.25,23762.00,23763.75,928
2025-09-08T07:30:00+00:00,23762.75,23768.75,23759.75,23759.75,1057
2025-09-08T07:35:00+00:00,23759.50,23767.50,23758.75,23766.25,983
2025-09-08T07:40:00+00:00,23766.00,23782.00,23766.00,23779.75,1597
2025-09-08T07:45:00+00:00,23779.25,23781.25,23767.25,23767.50,1550
2025-09-08T07:50:00+00:00,23767.75,23769.00,23752.50,23756.50,1945
2025-09-08T07:55:00+00:00,23755.25,23757.75,23752.00,23752.75,947
2025-09-08T08:00:00+00:00,23753.50,23758.25,23740.75,23754.75,2676
2025-09-08T08:05:00+00:00,23754.50,23760.75,23754.25,23757.00,1592
2025-09-08T08:10:00+00:00,23757.25,23765.25,23753.75,23763.75,1210
2025-09-08T08:15:00+00:00,23763.75,23767.00,23758.25,23763.25,877
2025-09-08T08:20:00+00:00,23763.25,23764.00,23755.00,23761.00,996
2025-09-08T08:25:00+00:00,23760.75,23761.50,23756.00,23758.75,703
2025-09-08T08:30:00+00:00,23759.00,23761.25,23754.50,23761.00,575
2025-09-08T08:35:00+00:00,23761.25,23766.50,23758.50,23765.75,588
2025-09-08T08:40:00+00:00,23766.25,23768.25,23762.00,23766.50,770
2025-09-08T08:45:00+00:00,23767.00,23769.00,23761.75,23767.00,545
2025-09-08T08:50:00+00:00,23767.25,23767.75,23759.25,23761.00,633
2025-09-08T08:55:00+00:00,23761.00,23765.50,23758.00,23764.75,532
2025-09-08T09:00:00+00:00,23765.00,23765.25,23758.25,23761.50,684
2025-09-08T09:05:00+00:00,23761.00,23762.00,23755.75,23758.75,680
2025-09-08T09:10:00+00:00,23758.50,23765.50,23755.00,23763.00,957
2025-09-08T09:15:00+00:00,23762.00,23766.00,23761.25,23765.50,333
2025-09-08T09:20:00+00:00,23765.25,23769.50,23763.25,23768.25,620
2025-09-08T09:25:00+00:00,23768.00,23770.00,23762.75,23763.75,589
2025-09-08T09:30:00+00:00,23763.75,23769.00,23761.25,23768.25,746
2025-09-08T09:35:00+00:00,23768.25,23768.50,23763.75,23765.00,420
2025-09-08T09:40:00+00:00,23765.00,23770.00,23760.25,23765.25,831
2025-09-08T09:45:00+00:00,23765.75,23772.75,23765.00,23772.50,596
2025-09-08T09:50:00+00:00,23772.50,23785.25,23771.75,23784.00,2071
2025-09-08T09:55:00+00:00,23784.50,23785.00,23778.00,23781.50,993
2025-09-08T10:00:00+00:00,23781.25,23782.75,23776.00,23776.75,1103
2025-09-08T10:05:00+00:00,23777.00,23782.75,23774.25,23782.00,794
2025-09-08T10:10:00+00:00,23782.50,23784.00,23780.75,23782.25,243
2025-09-08T10:20:00+00:00,23782.20,23785.75,23779.00,23782.75,2795
2025-09-08T10:25:00+00:00,23783.00,23783.25,23779.00,23780.00,509
2025-09-08T10:30:00+00:00,23780.50,23786.50,23778.00,23786.00,847
2025-09-08T10:35:00+00:00,23785.75,23790.00,23779.75,23781.50,1689
2025-09-08T10:40:00+00:00,23781.25,23783.75,23779.25,23783.25,709
2025-09-08T10:45:00+00:00,23783.25,23783.75,23775.75,23779.25,877
2025-09-08T10:50:00+00:00,23779.50,23780.75,23775.00,23775.75,768
2025-09-08T10:55:00+00:00,23775.50,23776.25,23769.25,23771.75,1040
2025-09-08T11:00:00+00:00,23771.75,23773.50,23765.25,23771.00,1787
2025-09-08T11:05:00+00:00,23771.50,23776.75,23770.00,23773.25,1048
2025-09-08T11:10:00+00:00,23773.75,23781.75,23773.25,23781.50,1021
2025-09-08T11:15:00+00:00,23781.25,23782.00,23771.50,23776.00,1442
2025-09-08T11:20:00+00:00,23776.75,23777.25,23768.50,23768.50,863
2025-09-08T11:25:00+00:00,23768.75,23779.50,23768.00,23776.75,960
2025-09-08T11:30:00+00:00,23777.50,23782.25,23772.50,23772.50,1153
2025-09-08T11:35:00+00:00,23772.50,23777.50,23770.50,23772.75,938
2025-09-08T11:40:00+00:00,23773.25,23777.25,23773.00,23776.25,659
2025-09-08T11:45:00+00:00,23776.50,23777.25,23767.50,23772.00,1371
2025-09-08T11:50:00+00:00,23771.50,23778.00,23769.50,23774.50,791
2025-09-08T11:55:00+00:00,23775.25,23779.50,23759.75,23763.00,1833
2025-09-08T12:00:00+00:00,23762.75,23768.75,23759.50,23765.25,1758
2025-09-08T12:05:00+00:00,23765.25,23765.25,23749.00,23757.50,2846
2025-09-08T12:10:00+00:00,23757.50,23757.50,23744.00,23747.00,2561
2025-09-08T12:15:00+00:00,23746.50,23755.50,23744.50,23749.75,1814
2025-09-08T12:20:00+00:00,23750.00,23755.00,23744.00,23749.25,1715
2025-09-08T12:25:00+00:00,23749.25,23756.00,23749.25,23754.25,1662
2025-09-08T12:30:00+00:00,23753.50,23769.00,23753.00,23764.00,3146
2025-09-08T12:35:00+00:00,23764.00,23766.00,23757.00,23761.25,1679
2025-09-08T12:40:00+00:00,23761.25,23762.00,23755.50,23760.25,1455
2025-09-08T12:45:00+00:00,23760.25,23769.50,23754.50,23767.75,2763
2025-09-08T12:50:00+00:00,23767.25,23772.25,23764.25,23770.75,2056
2025-09-08T12:55:00+00:00,23770.50,23779.25,23769.00,23778.75,2956
2025-09-08T13:00:00+00:00,23778.75,23783.50,23773.25,23781.00,3218
2025-09-08T13:05:00+00:00,23781.25,23781.50,23771.75,23772.50,2099
2025-09-08T13:10:00+00:00,23772.75,23782.50,23766.75,23781.00,3391
2025-09-08T13:15:00+00:00,23783.50,23787.00,23781.75,23786.00,2929
2025-09-08T13:20:00+00:00,23786.00,23793.50,23782.75,23785.00,4660
2025-09-08T13:25:00+00:00,23785.00,23797.25,23777.00,23783.50,7406
2025-09-08T13:30:00+00:00,23784.25,23821.25,23771.25,23820.25,39655
2025-09-08T13:35:00+00:00,23820.25,23846.75,23796.75,23802.75,38299
2025-09-08T13:40:00+00:00,23802.75,23845.75,23802.50,23831.50,30463
2025-09-08T13:45:00+00:00,23830.75,23852.00,23814.00,23849.25,28760
2025-09-08T13:50:00+00:00,23862.00,23865.75,23862.00,23865.25,26061
2025-09-08T13:55:00+00:00,23865.25,23876.50,23845.00,23845.50,24368
2025-09-08T14:00:00+00:00,23846.50,23857.75,23827.00,23857.00,25387
2025-09-08T14:05:00+00:00,23856.75,23870.25,23846.25,23854.25,17762
2025-09-08T14:10:00+00:00,23853.75,23861.25,23838.50,23841.50,15510
2025-09-08T14:15:00+00:00,23841.75,23845.50,23811.00,23817.25,22565
2025-09-08T14:20:00+00:00,23816.75,23831.00,23806.25,23823.50,19419
2025-09-08T14:25:00+00:00,23823.75,23868.50,23822.25,23862.75,24544
2025-09-08T14:30:00+00:00,23862.50,23880.00,23851.75,23857.75,21192
2025-09-08T14:35:00+00:00,23858.00,23879.50,23852.75,23872.25,15244
2025-09-08T14:40:00+00:00,23872.75,23886.75,23869.50,23881.25,14147
2025-09-08T14:45:00+00:00,23881.25,23888.00,23872.50,23877.00,12020
2025-09-08T14:50:00+00:00,23876.50,23876.50,23863.25,23872.00,11598
2025-09-08T14:55:00+00:00,23872.00,23880.75,23858.00,23859.75,11832
2025-09-08T15:00:00+00:00,23859.50,23868.50,23854.00,23861.75,10758
2025-09-08T15:05:00+00:00,23862.00,23868.75,23858.75,23865.50,7118
2025-09-08T15:10:00+00:00,23865.75,23882.00,23865.75,23873.50,10557
2025-09-08T15:15:00+00:00,23873.25,23874.00,23845.25,23849.50,15510
2025-09-08T15:20:00+00:00,23849.25,23856.00,23844.00,23850.25,9909
2025-09-08T15:25:00+00:00,23850.75,23877.50,23848.50,23876.25,12404
2025-09-08T15:30:00+00:00,23876.25,23884.75,23866.50,23870.75,11628
2025-09-08T15:35:00+00:00,23870.50,23875.00,23864.50,23870.50,7140
2025-09-08T15:40:00+00:00,23871.00,23871.00,23858.00,23861.50,7472
2025-09-08T15:45:00+00:00,23861.50,23863.75,23829.75,23844.00,19217
2025-09-08T15:50:00+00:00,23843.75,23865.50,23838.25,23862.00,11800
2025-09-08T15:55:00+00:00,23862.00,23876.00,23861.25,23872.75,8487
2025-09-08T16:00:00+00:00,23872.75,23873.75,23851.75,23855.50,9790
2025-09-08T16:05:00+00:00,23856.00,23858.50,23842.50,23848.50,6436
2025-09-08T16:10:00+00:00,23849.75,23853.00,23840.75,23843.25,9138
2025-09-08T16:15:00+00:00,23843.25,23843.25,23826.00,23834.25,11496
2025-09-08T16:20:00+00:00,23834.25,23841.00,23825.00,23829.75,9273
2025-09-08T16:25:00+00:00,23829.75,23834.00,23821.00,23831.00,10016
2025-09-08T16:30:00+00:00,23831.25,23837.50,23803.50,23811.50,18513
2025-09-08T16:35:00+00:00,23811.25,23816.75,23790.00,23807.75,16104
2025-09-08T16:40:00+00:00,23807.75,23823.25,23800.00,23813.50,12174
2025-09-08T16:45:00+00:00,23813.25,23814.00,23792.00,23797.50,11441
2025-09-08T16:50:00+00:00,23797.50,23817.75,23797.25,23817.00,8821
2025-09-08T16:55:00+00:00,23817.00,23822.50,23800.50,23811.25,10066
2025-09-08T17:00:00+00:00,23811.50,23815.50,23790.75,23793.75,9547
2025-09-08T17:05:00+00:00,23794.00,23802.50,23784.75,23792.25,11236
2025-09-08T17:10:00+00:00,23792.50,23806.00,23787.75,23788.00,7946
2025-09-08T17:15:00+00:00,23788.50,23803.75,23786.75,23802.50,6276
2025-09-08T17:20:00+00:00,23802.00,23815.25,23797.50,23813.50,7483
2025-09-08T17:25:00+00:00,23813.25,23817.00,23800.00,23805.25,8352
2025-09-08T17:30:00+00:00,23806.00,23812.50,23800.25,23804.50,5143
2025-09-08T17:35:00+00:00,23804.50,23808.75,23797.75,23799.25,4156
2025-09-08T17:40:00+00:00,23799.50,23804.50,23792.25,23803.00,6543
2025-09-08T17:45:00+00:00,23803.25,23805.00,23787.50,23788.75,6344
2025-09-08T17:50:00+00:00,23789.00,23793.00,23762.25,23785.75,16676
2025-09-08T17:55:00+00:00,23785.75,23790.25,23775.00,23782.75,8130
2025-09-08T18:00:00+00:00,23782.50,23785.00,23772.25,23776.50,6171
2025-09-08T18:05:00+00:00,23775.75,23788.25,23772.50,23782.00,6109
2025-09-08T18:10:00+00:00,23782.50,23804.75,23781.50,23799.50,9646
2025-09-08T18:15:00+00:00,23799.50,23814.25,23797.25,23811.75,8408
2025-09-08T18:20:00+00:00,23811.50,23819.75,23808.00,23809.00,8369
2025-09-08T18:25:00+00:00,23809.75,23814.25,23802.25,23812.50,7154
2025-09-08T18:30:00+00:00,23812.50,23816.75,23804.00,23810.25,4810
2025-09-08T18:35:00+00:00,23810.00,23813.75,23797.25,23798.00,5836
2025-09-08T18:40:00+00:00,23798.25,23802.25,23787.25,23801.50,8971
2025-09-08T18:45:00+00:00,23801.00,23811.50,23799.25,23805.25,5675
2025-09-08T18:50:00+00:00,23805.50,23809.00,23792.00,23795.00,5941
2025-09-08T18:55:00+00:00,23795.00,23801.50,23789.75,23793.50,4595
2025-09-08T19:00:00+00:00,23793.75,23794.25,23784.75,23791.25,6000
2025-09-08T19:05:00+00:00,23791.75,23796.75,23786.25,23787.25,5249
2025-09-08T19:10:00+00:00,23787.00,23789.75,23763.50,23770.25,12659
2025-09-08T19:15:00+00:00,23770.50,23770.75,23763.00,23765.25,2376
2025-09-08T19:20:00+00:00,23770.75,23773.00,23758.50,23769.00,14833
2025-09-08T19:25:00+00:00,23768.75,23772.25,23763.50,23770.50,4863
2025-09-08T19:30:00+00:00,23770.50,23790.25,23770.25,23771.00,12682
2025-09-08T19:35:00+00:00,23771.00,23793.75,23771.00,23791.25,7699
2025-09-08T19:40:00+00:00,23791.00,23803.00,23790.00,23799.50,8407
2025-09-08T19:45:00+00:00,23799.75,23811.25,23799.50,23811.00,8681
2025-09-08T19:50:00+00:00,23810.75,23812.50,23785.00,23795.50,15823
2025-09-08T19:55:00+00:00,23795.75,23805.00,23784.75,23803.00,19537
2025-09-08T20:00:00+00:00,23803.25,23807.00,23795.25,23798.50,7778
2025-09-08T20:05:00+00:00,23798.75,23810.25,23796.50,23809.25,3197
2025-09-08T20:10:00+00:00,23809.00,23809.00,23800.25,23804.75,2954
2025-09-08T20:15:00+00:00,23804.25,23804.50,23798.25,23799.75,1750
2025-09-08T20:20:00+00:00,23799.50,23802.25,23796.25,23799.00,1217
2025-09-08T20:25:00+00:00,23798.75,23803.50,23798.50,23801.25,874
2025-09-08T20:30:00+00:00,23801.50,23803.25,23799.75,23801.00,746
2025-09-08T20:35:00+00:00,23801.00,23801.00,23797.25,23798.00,914
2025-09-08T20:40:00+00:00,23798.25,23799.25,23793.75,23794.75,1210
2025-09-08T20:45:00+00:00,23794.75,23798.00,23794.25,23794.50,1007
2025-09-08T20:50:00+00:00,23794.25,23796.25,23792.75,23793.25,716
2025-09-08T20:55:00+00:00,23793.25,23799.50,23791.75,23798.50,1124
2025-09-08T22:00:00+00:00,23799.75,23818.75,23798.50,23813.75,0
2025-09-08T22:05:00+00:00,23813.50,23820.00,23809.25,23813.25,1474
2025-09-08T22:10:00+00:00,23813.50,23817.50,23809.00,23814.75,910
2025-09-08T22:15:00+00:00,23814.50,23817.75,23808.75,23817.25,1115
2025-09-08T22:20:00+00:00,23817.25,23821.00,23813.75,23820.00,993
2025-09-08T22:25:00+00:00,23819.25,23821.75,23815.25,23815.50,824
2025-09-08T22:30:00+00:00,23815.50,23822.25,23814.25,23822.00,782
2025-09-08T22:35:00+00:00,23822.25,23826.75,23819.00,23819.75,1078
2025-09-08T22:40:00+00:00,23819.50,23823.75,23819.50,23822.75,430
2025-09-08T22:45:00+00:00,23822.75,23829.00,23820.25,23828.25,1167
2025-09-08T22:50:00+00:00,23828.25,23828.50,23818.25,23820.75,1140
2025-09-08T22:55:00+00:00,23820.75,23826.25,23820.25,23825.25,550
2025-09-08T23:00:00+00:00,23825.75,23831.25,23824.50,23824.50,1192
2025-09-08T23:05:00+00:00,23824.50,23826.50,23820.25,23821.50,499
2025-09-08T23:10:00+00:00,23821.00,23827.50,23820.75,23823.75,598
2025-09-08T23:15:00+00:00,23824.00,23827.50,23821.25,23822.25,518
2025-09-08T23:20:00+00:00,23822.75,23823.75,23818.50,23819.00,846
2025-09-08T23:25:00+00:00,23818.50,23820.75,23815.25,23818.25,724
2025-09-08T23:30:00+00:00,23818.75,23821.50,23813.25,23814.25,693
2025-09-08T23:35:00+00:00,23814.50,23818.75,23813.25,23816.50,629
2025-09-08T23:40:00+00:00,23816.25,23817.25,23804.50,23805.50,1455
2025-09-08T23:45:00+00:00,23805.25,23811.25,23803.75,23809.00,684
2025-09-08T23:50:00+00:00,23809.00,23812.75,23805.75,23811.25,622
2025-09-08T23:55:00+00:00,23811.25,23814.00,23806.00,23807.25,665
2025-09-09T00:00:00+00:00,23807.50,23818.00,23802.25,23815.00,1994
2025-09-09T00:05:00+00:00,23815.00,23820.00,23811.25,23820.00,938
2025-09-09T00:10:00+00:00,23819.50,23827.00,23817.50,23827.00,1434
2025-09-09T00:15:00+00:00,23826.50,23826.75,23810.25,23817.25,1884
2025-09-09T00:20:00+00:00,23816.75,23817.50,23810.50,23811.75,600
2025-09-09T00:25:00+00:00,23812.25,23816.25,23811.00,23815.00,413
2025-09-09T00:30:00+00:00,23814.50,23815.00,23811.00,23813.00,433
2025-09-09T00:35:00+00:00,23813.00,23815.25,23811.50,23813.00,461
2025-09-09T00:40:00+00:00,23812.25,23814.50,23807.75,23812.50,772
2025-09-09T00:45:00+00:00,23812.50,23813.25,23807.00,23812.75,748
2025-09-09T00:50:00+00:00,23813.50,23815.50,23811.25,23812.75,564
2025-09-09T00:55:00+00:00,23813.25,23813.75,23805.25,23807.50,600
2025-09-09T01:00:00+00:00,23807.00,23808.50,23803.75,23806.00,624
2025-09-09T01:05:00+00:00,23805.75,23812.00,23805.50,23809.75,607
2025-09-09T01:10:00+00:00,23809.00,23811.00,23805.50,23807.75,612
2025-09-09T01:15:00+00:00,23808.50,23808.50,23803.50,23806.00,664
2025-09-09T01:20:00+00:00,23805.75,23806.25,23794.75,23796.25,1594
2025-09-09T01:25:00+00:00,23796.25,23799.25,23790.75,23797.00,2065
2025-09-09T01:30:00+00:00,23796.75,23800.00,23793.25,23795.25,879
2025-09-09T01:35:00+00:00,23795.50,23801.00,23794.50,23796.25,756
2025-09-09T01:40:00+00:00,23796.00,23804.75,23794.50,23803.75,942
2025-09-09T01:45:00+00:00,23803.75,23810.75,23803.00,23808.00,1412
2025-09-09T01:50:00+00:00,23808.25,23815.00,23804.25,23813.25,1174
2025-09-09T01:55:00+00:00,23813.50,23818.75,23812.75,23813.75,1132
2025-09-09T02:00:00+00:00,23814.50,23821.75,23814.50,23817.75,897
2025-09-09T02:05:00+00:00,23817.75,23824.75,23816.75,23823.50,903
2025-09-09T02:10:00+00:00,23823.25,23830.75,23821.75,23829.00,1666
2025-09-09T02:15:00+00:00,23829.25,23834.75,23828.00,23834.50,1421
2025-09-09T02:20:00+00:00,23834.25,23834.50,23828.25,23830.00,893
2025-09-09T02:25:00+00:00,23830.25,23833.00,23829.00,23832.50,453
2025-09-09T02:30:00+00:00,23832.75,23847.50,23831.25,23833.25,3181
2025-09-09T02:35:00+00:00,23833.25,23834.75,23828.25,23831.75,1001
2025-09-09T02:40:00+00:00,23832.00,23836.00,23830.00,23834.25,672
2025-09-09T02:45:00+00:00,23834.25,23835.00,23830.50,23832.50,491
2025-09-09T02:50:00+00:00,23832.25,23833.00,23824.25,23828.00,1408
2025-09-09T02:55:00+00:00,23827.75,23830.00,23826.75,23827.25,585
2025-09-09T03:00:00+00:00,23827.75,23829.75,23826.25,23828.25,429
2025-09-09T03:05:00+00:00,23829.00,23830.75,23826.50,23829.50,523
2025-09-09T03:10:00+00:00,23829.50,23836.75,23828.50,23832.25,1019
2025-09-09T03:15:00+00:00,23832.00,23835.00,23830.00,23833.25,622
2025-09-09T03:20:00+00:00,23834.00,23838.50,23832.00,23834.25,862
2025-09-09T03:25:00+00:00,23834.25,23837.00,23832.75,23837.00,368
2025-09-09T03:30:00+00:00,23836.75,23843.25,23836.50,23841.50,948
2025-09-09T03:35:00+00:00,23841.00,23841.75,23836.00,23838.75,678
2025-09-09T03:40:00+00:00,23838.50,23841.50,23837.50,23839.00,311
2025-09-09T03:45:00+00:00,23839.00,23843.00,23839.00,23841.25,371
2025-09-09T03:50:00+00:00,23840.75,23841.00,23836.00,23836.25,384
2025-09-09T03:55:00+00:00,23836.50,23839.00,23836.25,23837.25,233
2025-09-09T04:05:00+00:00,23837.00,23837.00,23834.50,23834.50,1222
2025-09-09T04:10:00+00:00,23834.75,23836.75,23834.00,23836.25,228
2025-09-09T04:15:00+00:00,23836.25,23838.00,23836.00,23836.50,243
2025-09-09T04:20:00+00:00,23836.75,23839.50,23835.00,23839.25,301
2025-09-09T04:25:00+00:00,23839.00,23840.25,23834.50,23834.75,440
